'Time and date','Direct_1','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','EDF Annotations'
'[00:00:04.629 01/01/2011]',22.600,15.000,6.500,8.400,-2.900,0.500
'[00:00:04.630 01/01/2011]',23.000,14.700,5.800,8.300,-3.200,0.500
'[00:00:04.631 01/01/2011]',23.900,14.100,5.100,8.000,-3.300,0.500
'[00:00:04.632 01/01/2011]',24.900,13.300,4.700,7.900,-3.100,0.500
'[00:00:04.633 01/01/2011]',25.400,12.800,4.800,8.100,-2.600,0.500
'[00:00:04.634 01/01/2011]',25.100,12.800,5.300,8.400,-2.000,0.500
'[00:00:04.635 01/01/2011]',23.900,13.300,6.000,8.800,-1.500,0.500
'[00:00:04.636 01/01/2011]',22.200,13.900,6.600,9.000,-1.400,0.500
'[00:00:04.637 01/01/2011]',20.800,14.500,6.700,8.900,-1.600,0.500
'[00:00:04.638 01/01/2011]',20.500,14.700,6.300,8.700,-2.100,0.500
'[00:00:04.639 01/01/2011]',21.400,14.600,5.800,8.600,-2.400,0.500
'[00:00:04.640 01/01/2011]',23.000,14.400,5.500,8.800,-2.600,0.500
'[00:00:04.641 01/01/2011]',24.500,14.200,5.400,9.300,-2.400,0.500
'[00:00:04.642 01/01/2011]',25.100,14.100,5.600,9.800,-2.100,0.500
'[00:00:04.643 01/01/2011]',24.600,14.100,5.900,10.100,-1.600,0.500
'[00:00:04.644 01/01/2011]',23.300,14.200,6.000,10.000,-1.200,0.500
'[00:00:04.645 01/01/2011]',22.100,14.300,5.800,9.800,-0.800,0.500
'[00:00:04.646 01/01/2011]',21.500,14.400,5.400,9.500,-0.500,0.500
'[00:00:04.647 01/01/2011]',22.000,14.600,5.200,9.500,-0.400,0.500
'[00:00:04.648 01/01/2011]',23.000,14.800,5.200,9.700,-0.200,0.500
'[00:00:04.649 01/01/2011]',24.200,15.000,5.700,10.000,-0.100,0.500
'[00:00:04.650 01/01/2011]',24.700,15.100,6.300,10.200,-0.100,0.500
'[00:00:04.651 01/01/2011]',24.500,15.100,6.800,10.200,0.000,0.500
'[00:00:04.652 01/01/2011]',23.600,14.800,7.100,9.900,0.000,0.500
'[00:00:04.653 01/01/2011]',22.600,14.400,6.900,9.600,0.000,0.500
'[00:00:04.654 01/01/2011]',22.100,14.000,6.400,9.300,0.000,0.500
'[00:00:04.655 01/01/2011]',22.200,13.700,5.900,9.200,-0.100,0.500
'[00:00:04.656 01/01/2011]',22.700,13.700,5.500,9.200,-0.200,0.500
'[00:00:04.657 01/01/2011]',23.300,13.800,5.400,9.300,0.000,0.500
'[00:00:04.658 01/01/2011]',23.500,14.100,5.600,9.500,0.300,0.500
'[00:00:04.659 01/01/2011]',23.100,14.300,6.200,9.800,0.900,0.500
'[00:00:04.660 01/01/2011]',22.300,14.200,6.800,10.200,1.600,0.500
'[00:00:04.661 01/01/2011]',21.600,14.000,7.300,10.500,2.200,0.500
'[00:00:04.662 01/01/2011]',21.300,13.800,7.600,10.700,2.400,0.500
'[00:00:04.663 01/01/2011]',21.700,13.800,7.600,10.600,2.100,0.500
'[00:00:04.664 01/01/2011]',22.500,14.100,7.300,10.300,1.500,0.500
'[00:00:04.665 01/01/2011]',23.400,14.800,6.900,9.900,0.800,0.500
'[00:00:04.666 01/01/2011]',23.800,15.400,6.600,9.700,0.300,0.500
'[00:00:04.667 01/01/2011]',23.800,15.800,6.600,9.800,0.200,0.500
'[00:00:04.668 01/01/2011]',23.400,15.700,6.900,10.100,0.500,0.500
'[00:00:04.669 01/01/2011]',22.800,15.300,7.300,10.400,0.900,0.500
'[00:00:04.670 01/01/2011]',22.500,14.700,7.700,10.400,1.200,0.500
'[00:00:04.671 01/01/2011]',22.400,14.300,7.900,10.100,1.000,0.500
'[00:00:04.672 01/01/2011]',22.600,14.100,7.700,9.500,0.300,0.500
'[00:00:04.673 01/01/2011]',22.700,14.300,7.300,8.900,-0.700,0.500
'[00:00:04.674 01/01/2011]',22.600,14.500,6.800,8.600,-1.700,0.500
'[00:00:04.675 01/01/2011]',22.200,14.700,6.400,8.600,-2.400,0.500
'[00:00:04.676 01/01/2011]',21.800,14.800,6.100,8.800,-2.600,0.500
'[00:00:04.677 01/01/2011]',21.500,14.800,6.100,8.900,-2.400,0.500
'[00:00:04.678 01/01/2011]',21.300,14.700,6.100,8.900,-1.900,0.500
'[00:00:04.679 01/01/2011]',21.300,14.800,6.200,8.800,-1.500,0.500
'[00:00:04.680 01/01/2011]',21.100,14.900,6.400,8.900,-1.100,0.500
'[00:00:04.681 01/01/2011]',20.600,15.000,6.700,9.200,-1.000,0.500
'[00:00:04.682 01/01/2011]',19.900,15.200,6.900,9.600,-1.100,0.500
'[00:00:04.683 01/01/2011]',19.100,15.500,7.100,9.900,-1.300,0.500
'[00:00:04.684 01/01/2011]',18.600,15.700,7.200,10.000,-1.400,0.500
'[00:00:04.685 01/01/2011]',18.400,15.800,7.100,9.800,-1.400,0.500
'[00:00:04.686 01/01/2011]',18.700,15.700,6.800,9.600,-1.200,0.500
'[00:00:04.687 01/01/2011]',18.900,15.300,6.500,9.600,-1.000,0.500
'[00:00:04.688 01/01/2011]',18.800,14.900,6.200,9.700,-0.700,0.500
'[00:00:04.689 01/01/2011]',18.200,14.400,5.900,10.000,-0.600,0.500
'[00:00:04.690 01/01/2011]',17.300,14.200,5.600,10.300,-0.600,0.500
'[00:00:04.691 01/01/2011]',16.600,14.200,5.300,10.200,-0.900,0.500
'[00:00:04.692 01/01/2011]',16.300,14.400,5.000,9.800,-1.300,0.500
'[00:00:04.693 01/01/2011]',16.300,14.600,4.600,9.300,-1.900,0.500
'[00:00:04.694 01/01/2011]',16.200,14.700,4.200,8.900,-2.500,0.500
'[00:00:04.695 01/01/2011]',15.600,14.500,3.800,8.700,-3.000,0.500
'[00:00:04.696 01/01/2011]',14.300,14.200,3.500,8.800,-3.300,0.500
'[00:00:04.697 01/01/2011]',12.400,13.800,3.200,9.000,-3.300,0.500
'[00:00:04.698 01/01/2011]',10.700,13.400,3.000,9.200,-3.300,0.500
'[00:00:04.699 01/01/2011]',9.500,13.100,2.700,9.300,-3.200,0.500
'[00:00:04.700 01/01/2011]',9.100,13.200,2.500,9.400,-3.200,0.500
'[00:00:04.701 01/01/2011]',9.000,13.500,2.500,9.500,-3.300,0.500
'[00:00:04.702 01/01/2011]',9.100,14.000,2.700,9.700,-3.400,0.500
'[00:00:04.703 01/01/2011]',9.000,14.600,3.000,10.000,-3.600,0.500
'[00:00:04.704 01/01/2011]',8.700,15.000,3.200,10.200,-3.700,0.500
'[00:00:04.705 01/01/2011]',8.500,15.000,3.400,10.300,-3.700,0.500
'[00:00:04.706 01/01/2011]',8.400,14.800,3.500,10.200,-3.800,0.500
'[00:00:04.707 01/01/2011]',8.300,14.200,3.300,9.900,-3.900,0.500
'[00:00:04.708 01/01/2011]',8.000,13.700,3.100,9.700,-4.300,0.500
'[00:00:04.709 01/01/2011]',7.200,13.200,2.800,9.600,-4.800,0.500
'[00:00:04.710 01/01/2011]',6.100,12.900,2.500,9.400,-5.100,0.500
'[00:00:04.711 01/01/2011]',5.000,12.900,2.300,9.200,-5.200,0.500
'[00:00:04.712 01/01/2011]',4.200,12.900,2.100,8.700,-5.000,0.500
'[00:00:04.713 01/01/2011]',3.900,13.100,2.000,8.100,-4.600,0.500
'[00:00:04.714 01/01/2011]',4.000,13.300,1.900,7.500,-4.200,0.500
'[00:00:04.715 01/01/2011]',4.300,13.500,1.700,7.000,-4.100,0.500
'[00:00:04.716 01/01/2011]',4.300,13.600,1.500,7.000,-4.200,0.500
'[00:00:04.717 01/01/2011]',4.100,13.600,1.200,7.100,-4.500,0.500
'[00:00:04.718 01/01/2011]',3.500,13.400,0.900,7.300,-4.700,0.500
'[00:00:04.719 01/01/2011]',2.800,13.100,0.700,7.300,-4.800,0.500
'[00:00:04.720 01/01/2011]',2.200,12.800,0.700,7.000,-4.500,0.500
'[00:00:04.721 01/01/2011]',1.800,12.600,0.800,6.500,-4.100,0.500
'[00:00:04.722 01/01/2011]',1.700,12.500,1.100,5.800,-3.700,0.500
'[00:00:04.723 01/01/2011]',1.800,12.300,1.300,5.300,-3.600,0.500
'[00:00:04.724 01/01/2011]',2.100,12.300,1.300,5.100,-3.800,0.500
'[00:00:04.725 01/01/2011]',2.100,12.200,1.200,5.200,-4.200,0.500
'[00:00:04.726 01/01/2011]',1.700,12.300,1.000,5.600,-4.500,0.500
'[00:00:04.727 01/01/2011]',0.800,12.500,0.800,6.100,-4.500,0.500
'[00:00:04.728 01/01/2011]',-0.500,12.600,0.700,6.300,-4.200,0.500
'[00:00:04.729 01/01/2011]',-1.600,12.500,0.700,6.100,-3.600,0.500
'[00:00:04.730 01/01/2011]',-2.200,12.000,0.800,5.600,-3.200,0.500
'[00:00:04.731 01/01/2011]',-2.300,11.200,0.700,4.900,-3.200,0.500
'[00:00:04.732 01/01/2011]',-1.900,10.400,0.500,4.300,-3.700,0.500
'[00:00:04.733 01/01/2011]',-1.300,10.000,0.100,4.000,-4.600,0.500
'[00:00:04.734 01/01/2011]',-1.100,10.100,-0.400,4.200,-5.600,0.500
'[00:00:04.735 01/01/2011]',-1.100,10.600,-0.900,4.600,-6.200,0.500
'[00:00:04.736 01/01/2011]',-1.400,11.200,-1.300,5.100,-6.400,0.500
'[00:00:04.737 01/01/2011]',-1.600,11.700,-1.400,5.400,-6.000,0.500
'[00:00:04.738 01/01/2011]',-1.800,11.900,-1.200,5.600,-5.500,0.500
'[00:00:04.739 01/01/2011]',-1.900,11.700,-0.900,5.700,-5.100,0.500
'[00:00:04.740 01/01/2011]',-2.100,11.400,-0.500,5.800,-4.800,0.500
'[00:00:04.741 01/01/2011]',-2.600,11.200,-0.200,5.900,-4.400,0.500
'[00:00:04.742 01/01/2011]',-3.200,11.300,0.000,6.000,-3.800,0.500
'[00:00:04.743 01/01/2011]',-3.700,11.600,0.200,6.000,-3.100,0.500
'[00:00:04.744 01/01/2011]',-3.800,12.000,0.400,6.100,-2.400,0.500
'[00:00:04.745 01/01/2011]',-3.400,12.300,0.800,6.300,-2.100,0.500
'[00:00:04.746 01/01/2011]',-2.600,12.400,1.200,6.500,-2.500,0.500
'[00:00:04.747 01/01/2011]',-2.000,12.300,1.600,6.600,-3.400,0.500
'[00:00:04.748 01/01/2011]',-1.800,12.100,1.800,6.600,-4.500,0.500
'[00:00:04.749 01/01/2011]',-2.200,11.600,1.800,6.200,-5.400,0.500
'[00:00:04.750 01/01/2011]',-2.800,11.100,1.600,5.500,-5.700,0.500
'[00:00:04.751 01/01/2011]',-3.300,10.500,1.400,4.900,-5.400,0.500
'[00:00:04.752 01/01/2011]',-3.500,9.900,1.300,4.500,-4.900,0.500
'[00:00:04.753 01/01/2011]',-3.500,9.400,1.300,4.500,-4.500,0.500
'[00:00:04.754 01/01/2011]',-3.600,9.200,1.500,4.900,-4.400,0.500
'[00:00:04.755 01/01/2011]',-4.100,9.200,1.600,5.300,-4.700,0.500
'[00:00:04.756 01/01/2011]',-5.000,9.700,1.700,5.700,-5.100,0.500
'[00:00:04.757 01/01/2011]',-5.800,10.300,1.700,5.700,-5.400,0.500
'[00:00:04.758 01/01/2011]',-6.100,11.100,1.600,5.500,-5.600,0.500
'[00:00:04.759 01/01/2011]',-5.700,11.600,1.600,5.300,-5.600,0.500
'[00:00:04.760 01/01/2011]',-4.800,11.800,1.600,5.200,-5.500,0.500
'[00:00:04.761 01/01/2011]',-3.800,11.500,1.600,5.300,-5.500,0.500
'[00:00:04.762 01/01/2011]',-3.100,10.800,1.400,5.600,-5.600,0.500
'[00:00:04.763 01/01/2011]',-3.100,10.100,1.100,6.000,-5.700,0.500
'[00:00:04.764 01/01/2011]',-3.600,9.600,0.800,6.400,-5.900,0.500
'[00:00:04.765 01/01/2011]',-3.900,9.300,0.700,6.700,-6.200,0.500
'[00:00:04.766 01/01/2011]',-3.900,9.300,0.800,6.900,-6.400,0.500
'[00:00:04.767 01/01/2011]',-3.400,9.300,1.100,7.000,-6.700,0.500
'[00:00:04.768 01/01/2011]',-2.500,9.300,1.200,7.000,-7.000,0.500
'[00:00:04.769 01/01/2011]',-1.600,9.000,1.100,6.800,-7.200,0.500
'[00:00:04.770 01/01/2011]',-1.000,8.700,0.800,6.500,-7.000,0.500
'[00:00:04.771 01/01/2011]',-0.900,8.400,0.400,6.200,-6.600,0.500
'[00:00:04.772 01/01/2011]',-1.400,8.200,0.200,5.900,-6.100,0.500
'[00:00:04.773 01/01/2011]',-2.400,8.100,0.200,5.600,-5.500,0.500
'[00:00:04.774 01/01/2011]',-3.500,8.100,0.500,5.500,-5.100,0.500
'[00:00:04.775 01/01/2011]',-4.300,8.100,0.800,5.500,-5.100,0.500
'[00:00:04.776 01/01/2011]',-4.500,8.100,1.100,5.600,-5.300,0.500
'[00:00:04.777 01/01/2011]',-4.000,8.200,1.200,5.700,-5.500,0.500
'[00:00:04.778 01/01/2011]',-3.100,8.500,1.200,5.800,-5.600,0.500
'[00:00:04.779 01/01/2011]',-2.200,9.000,1.200,5.900,-5.400,0.500
'[00:00:04.780 01/01/2011]',-1.900,9.500,1.200,5.900,-5.000,0.500
'[00:00:04.781 01/01/2011]',-2.300,10.000,1.200,5.900,-4.500,0.500
'[00:00:04.782 01/01/2011]',-3.000,10.400,1.300,5.900,-4.000,0.500
'[00:00:04.783 01/01/2011]',-3.700,10.600,1.400,6.000,-3.600,0.500
'[00:00:04.784 01/01/2011]',-4.000,10.700,1.500,6.300,-3.100,0.500
'[00:00:04.785 01/01/2011]',-3.900,10.600,1.600,6.700,-2.500,0.500
'[00:00:04.786 01/01/2011]',-3.600,10.300,1.800,7.100,-1.900,0.500
'[00:00:04.787 01/01/2011]',-3.400,10.000,2.000,7.400,-1.500,0.500
'[00:00:04.788 01/01/2011]',-3.100,9.600,2.200,7.500,-1.200,0.500
'[00:00:04.789 01/01/2011]',-2.600,9.300,2.500,7.500,-1.300,0.500
'[00:00:04.790 01/01/2011]',-1.600,9.200,2.800,7.300,-1.600,0.500
'[00:00:04.791 01/01/2011]',-0.100,9.100,3.100,7.100,-1.900,0.500
'[00:00:04.792 01/01/2011]',1.400,9.000,3.300,6.800,-2.000,0.500
'[00:00:04.793 01/01/2011]',2.500,8.900,3.500,6.400,-1.800,0.500
'[00:00:04.794 01/01/2011]',3.000,8.800,3.400,5.800,-1.700,0.500
'[00:00:04.795 01/01/2011]',3.000,8.700,3.200,5.200,-1.600,0.500
'[00:00:04.796 01/01/2011]',3.100,8.700,2.600,4.700,-1.800,0.500
'[00:00:04.797 01/01/2011]',3.400,8.800,2.000,4.500,-2.100,0.500
'[00:00:04.798 01/01/2011]',4.100,8.900,1.300,4.700,-2.500,0.500
'[00:00:04.799 01/01/2011]',4.700,9.000,0.800,5.200,-2.800,0.500
'[00:00:04.800 01/01/2011]',5.100,8.900,0.500,5.900,-3.000,0.500
'[00:00:04.801 01/01/2011]',5.100,8.700,0.600,6.500,-3.100,0.500
'[00:00:04.802 01/01/2011]',4.900,8.400,0.900,6.900,-3.000,0.500
'[00:00:04.803 01/01/2011]',4.800,8.100,1.400,7.300,-2.600,0.500
'[00:00:04.804 01/01/2011]',5.100,7.900,2.000,7.600,-2.000,0.500
'[00:00:04.805 01/01/2011]',5.800,8.000,2.600,7.800,-1.100,0.500
'[00:00:04.806 01/01/2011]',7.000,8.400,3.200,7.900,-0.300,0.500
'[00:00:04.807 01/01/2011]',8.600,8.900,3.600,7.800,0.200,0.500
'[00:00:04.808 01/01/2011]',10.500,9.400,4.000,7.500,0.200,0.500
'[00:00:04.809 01/01/2011]',12.400,9.600,4.200,7.300,-0.100,0.500
'[00:00:04.810 01/01/2011]',13.900,9.400,4.200,7.200,-0.600,0.500
'[00:00:04.811 01/01/2011]',14.700,8.800,4.000,7.100,-1.000,0.500
'[00:00:04.812 01/01/2011]',14.600,8.000,3.800,6.900,-1.200,0.500
'[00:00:04.813 01/01/2011]',13.900,7.300,3.600,6.600,-1.000,0.500
'[00:00:04.814 01/01/2011]',13.000,7.000,3.500,6.000,-0.800,0.500
'[00:00:04.815 01/01/2011]',12.200,7.000,3.600,5.600,-0.800,0.500
'[00:00:04.816 01/01/2011]',11.800,7.300,3.700,5.300,-0.900,0.500
'[00:00:04.817 01/01/2011]',11.500,7.700,3.900,5.500,-1.100,0.500
'[00:00:04.818 01/01/2011]',11.000,8.200,4.000,6.000,-1.300,0.500
'[00:00:04.819 01/01/2011]',10.300,8.500,3.900,6.600,-1.300,0.500
'[00:00:04.820 01/01/2011]',9.700,8.700,3.800,6.900,-1.200,0.500
'[00:00:04.821 01/01/2011]',9.500,8.900,3.600,6.900,-1.000,0.500
'[00:00:04.822 01/01/2011]',10.000,9.100,3.400,6.800,-0.900,0.500
'[00:00:04.823 01/01/2011]',11.000,9.400,3.300,6.700,-1.000,0.500
'[00:00:04.824 01/01/2011]',12.300,9.700,3.300,6.800,-1.200,0.500
'[00:00:04.825 01/01/2011]',13.500,9.900,3.300,7.000,-1.600,0.500
'[00:00:04.826 01/01/2011]',14.300,9.800,3.200,7.200,-1.900,0.500
'[00:00:04.827 01/01/2011]',14.800,9.100,3.100,7.100,-2.400,0.500
'[00:00:04.828 01/01/2011]',14.800,8.200,2.800,6.900,-2.800,0.500
'[00:00:04.829 01/01/2011]',14.200,7.400,2.400,6.700,-3.200,0.500
'[00:00:04.830 01/01/2011]',12.700,6.900,2.000,6.500,-3.600,0.500
'[00:00:04.831 01/01/2011]',10.200,7.200,1.500,6.600,-3.800,0.500
'[00:00:04.832 01/01/2011]',7.400,7.800,1.100,6.600,-4.100,0.500
'[00:00:04.833 01/01/2011]',5.100,8.500,0.800,6.600,-4.300,0.500
'[00:00:04.834 01/01/2011]',4.000,8.900,0.500,6.300,-4.700,0.500
'[00:00:04.835 01/01/2011]',4.200,8.800,0.300,5.800,-5.000,0.500
'[00:00:04.836 01/01/2011]',5.000,8.300,0.100,5.400,-5.300,0.500
'[00:00:04.837 01/01/2011]',5.100,7.800,0.000,5.000,-5.400,0.500
'[00:00:04.838 01/01/2011]',3.900,7.700,0.100,4.800,-5.400,0.500
'[00:00:04.839 01/01/2011]',1.500,7.900,0.200,4.700,-5.400,0.500
'[00:00:04.840 01/01/2011]',-1.400,8.300,0.400,4.600,-5.500,0.500
'[00:00:04.841 01/01/2011]',-3.800,8.700,0.500,4.200,-5.700,0.500
'[00:00:04.842 01/01/2011]',-5.000,8.900,0.500,3.800,-6.000,0.500
'[00:00:04.843 01/01/2011]',-5.100,8.900,0.500,3.400,-6.200,0.500
'[00:00:04.844 01/01/2011]',-4.600,9.000,0.700,3.200,-6.400,0.500
'[00:00:04.845 01/01/2011]',-4.100,9.100,1.000,3.100,-6.500,0.500
'[00:00:04.846 01/01/2011]',-3.700,9.200,1.400,3.100,-6.700,0.500
'[00:00:04.847 01/01/2011]',-3.500,9.100,1.800,3.000,-7.000,0.500
'[00:00:04.848 01/01/2011]',-3.300,8.700,1.900,2.600,-7.500,0.500
'[00:00:04.849 01/01/2011]',-3.700,8.000,1.500,1.900,-8.000,0.500
'[00:00:04.850 01/01/2011]',-4.900,7.200,0.900,1.100,-8.400,0.500
'[00:00:04.851 01/01/2011]',-6.600,6.600,0.200,0.400,-8.600,0.500
'[00:00:04.852 01/01/2011]',-8.400,6.400,-0.300,-0.100,-8.800,0.500
'[00:00:04.853 01/01/2011]',-9.200,6.600,-0.500,-0.200,-9.000,0.500
'[00:00:04.854 01/01/2011]',-8.600,6.900,-0.400,0.100,-9.200,0.500
'[00:00:04.855 01/01/2011]',-7.200,7.200,-0.200,0.600,-9.200,0.500
'[00:00:04.856 01/01/2011]',-6.100,7.400,-0.200,1.100,-8.900,0.500
'[00:00:04.857 01/01/2011]',-6.300,7.300,-0.400,1.300,-8.500,0.500
'[00:00:04.858 01/01/2011]',-8.200,7.100,-0.800,1.100,-8.200,0.500
'[00:00:04.859 01/01/2011]',-10.800,6.900,-1.500,0.500,-8.100,0.500
'[00:00:04.860 01/01/2011]',-12.700,6.700,-2.100,-0.300,-8.400,0.500
'[00:00:04.861 01/01/2011]',-12.900,6.600,-2.500,-1.000,-8.900,0.500
'[00:00:04.862 01/01/2011]',-11.500,6.600,-2.800,-1.200,-9.400,0.500
'[00:00:04.863 01/01/2011]',-9.700,6.900,-2.900,-0.800,-9.500,0.500
'[00:00:04.864 01/01/2011]',-8.800,7.300,-3.000,-0.100,-9.200,0.500
'[00:00:04.865 01/01/2011]',-9.500,7.800,-3.300,0.700,-8.600,0.500
'[00:00:04.866 01/01/2011]',-11.400,8.100,-3.600,1.200,-8.100,0.500
'[00:00:04.867 01/01/2011]',-13.500,7.900,-3.900,1.000,-8.000,0.500
'[00:00:04.868 01/01/2011]',-14.800,7.400,-4.200,0.300,-8.300,0.500
'[00:00:04.869 01/01/2011]',-14.900,6.700,-4.200,-0.600,-8.800,0.500
'[00:00:04.870 01/01/2011]',-14.400,6.200,-4.100,-1.200,-9.200,0.500
'[00:00:04.871 01/01/2011]',-13.800,5.900,-3.900,-1.200,-9.200,0.500
'[00:00:04.872 01/01/2011]',-13.500,6.000,-3.600,-0.700,-9.000,0.500
'[00:00:04.873 01/01/2011]',-13.600,6.100,-3.400,0.100,-8.600,0.500
'[00:00:04.874 01/01/2011]',-13.600,5.900,-3.300,0.700,-8.300,0.500
'[00:00:04.875 01/01/2011]',-13.300,5.300,-3.300,0.800,-8.500,0.500
'[00:00:04.876 01/01/2011]',-12.700,4.500,-3.300,0.500,-9.000,0.500
'[00:00:04.877 01/01/2011]',-12.300,3.700,-3.500,0.000,-9.800,0.500
'[00:00:04.878 01/01/2011]',-12.500,3.200,-3.800,-0.400,-10.400,0.500
'[00:00:04.879 01/01/2011]',-13.300,3.100,-4.400,-0.500,-10.800,0.500
'[00:00:04.880 01/01/2011]',-14.300,3.300,-5.000,-0.200,-10.800,0.500
'[00:00:04.881 01/01/2011]',-14.900,3.600,-5.600,0.200,-10.500,0.500
'[00:00:04.882 01/01/2011]',-14.900,3.900,-5.900,0.800,-9.800,0.500
'[00:00:04.883 01/01/2011]',-14.100,4.100,-5.900,1.200,-9.100,0.500
'[00:00:04.884 01/01/2011]',-13.000,4.200,-5.700,1.400,-8.500,0.500
'[00:00:04.885 01/01/2011]',-12.200,4.300,-5.300,1.600,-8.000,0.500
'[00:00:04.886 01/01/2011]',-12.000,4.100,-5.200,1.600,-7.800,0.500
'[00:00:04.887 01/01/2011]',-12.500,3.800,-5.200,1.500,-7.700,0.500
'[00:00:04.888 01/01/2011]',-13.400,3.400,-5.500,1.200,-7.500,0.500
'[00:00:04.889 01/01/2011]',-14.100,3.100,-5.700,1.000,-7.100,0.500
'[00:00:04.890 01/01/2011]',-14.400,3.000,-5.700,0.700,-6.500,0.500
'[00:00:04.891 01/01/2011]',-14.200,3.100,-5.300,0.500,-5.800,0.500
'[00:00:04.892 01/01/2011]',-13.900,3.300,-4.600,0.400,-5.100,0.500
'[00:00:04.893 01/01/2011]',-13.700,3.400,-3.900,0.200,-4.800,0.500
'[00:00:04.894 01/01/2011]',-13.800,3.400,-3.400,-0.100,-4.800,0.500
'[00:00:04.895 01/01/2011]',-14.100,3.200,-3.300,-0.400,-5.200,0.500
'[00:00:04.896 01/01/2011]',-14.200,3.000,-3.500,-0.700,-5.600,0.500
'[00:00:04.897 01/01/2011]',-14.100,2.700,-3.800,-0.800,-5.800,0.500
'[00:00:04.898 01/01/2011]',-13.700,2.600,-4.000,-0.600,-5.600,0.500
'[00:00:04.899 01/01/2011]',-13.400,2.500,-3.900,-0.200,-4.900,0.500
'[00:00:04.900 01/01/2011]',-13.500,2.400,-3.600,0.300,-4.100,0.500
'[00:00:04.901 01/01/2011]',-14.000,2.400,-3.300,0.700,-3.300,0.500
'[00:00:04.902 01/01/2011]',-14.600,2.500,-3.200,1.000,-3.000,0.500
'[00:00:04.903 01/01/2011]',-14.900,2.700,-3.100,1.100,-3.200,0.500
'[00:00:04.904 01/01/2011]',-14.500,3.000,-3.300,0.900,-3.900,0.500
'[00:00:04.905 01/01/2011]',-13.500,3.200,-3.500,0.500,-5.000,0.500
'[00:00:04.906 01/01/2011]',-12.400,3.300,-4.000,0.000,-6.100,0.500
'[00:00:04.907 01/01/2011]',-11.900,3.200,-4.700,-0.700,-7.100,0.500
'[00:00:04.908 01/01/2011]',-12.700,2.900,-5.700,-1.500,-8.100,0.500
'[00:00:04.909 01/01/2011]',-14.900,2.600,-7.000,-2.300,-9.000,0.500
'[00:00:04.910 01/01/2011]',-18.000,2.200,-8.300,-2.800,-10.000,0.500
'[00:00:04.911 01/01/2011]',-21.000,1.900,-9.400,-3.100,-10.800,0.500
'[00:00:04.912 01/01/2011]',-22.900,1.700,-9.700,-3.000,-11.300,0.500
'[00:00:04.913 01/01/2011]',-22.800,1.700,-9.200,-2.400,-11.200,0.500
'[00:00:04.914 01/01/2011]',-20.500,1.900,-7.900,-1.600,-10.400,0.500
'[00:00:04.915 01/01/2011]',-16.700,2.300,-6.100,-0.700,-9.200,0.500
'[00:00:04.916 01/01/2011]',-12.100,3.000,-4.100,0.200,-7.900,0.500
'[00:00:04.917 01/01/2011]',-7.100,3.800,-2.400,1.000,-6.800,0.500
'[00:00:04.918 01/01/2011]',-1.900,4.600,-0.900,1.900,-6.000,0.500
'[00:00:04.919 01/01/2011]',4.400,5.300,0.600,2.800,-5.300,0.500
'[00:00:04.920 01/01/2011]',12.400,6.000,2.200,4.000,-4.200,0.500
'[00:00:04.921 01/01/2011]',22.300,6.600,4.200,5.200,-2.500,0.500
'[00:00:04.922 01/01/2011]',33.301,7.200,6.500,6.400,-0.300,0.500
'[00:00:04.923 01/01/2011]',43.701,7.700,8.600,7.300,2.100,0.500
'[00:00:04.924 01/01/2011]',52.001,8.200,10.400,8.000,4.100,0.500
'[00:00:04.925 01/01/2011]',57.501,8.500,11.700,8.700,5.500,0.500
'[00:00:04.926 01/01/2011]',60.401,8.600,12.700,9.500,6.700,0.500
'[00:00:04.927 01/01/2011]',61.801,8.500,13.800,10.600,7.800,0.500
'[00:00:04.928 01/01/2011]',62.801,8.500,15.100,11.900,9.400,0.500
'[00:00:04.929 01/01/2011]',63.801,8.700,16.400,13.100,11.300,0.500
'[00:00:04.930 01/01/2011]',64.401,9.200,17.500,13.900,13.300,0.500
'[00:00:04.931 01/01/2011]',63.901,9.800,18.300,14.000,14.800,0.500
'[00:00:04.932 01/01/2011]',61.801,10.300,18.500,13.700,15.600,0.500
'[00:00:04.933 01/01/2011]',58.401,10.600,18.400,13.200,15.600,0.500
'[00:00:04.934 01/01/2011]',54.501,10.700,18.100,12.900,15.100,0.500
'[00:00:04.935 01/01/2011]',51.001,10.600,17.900,12.900,14.300,0.500
'[00:00:04.936 01/01/2011]',48.401,10.500,17.400,13.100,13.600,0.500
'[00:00:04.937 01/01/2011]',46.301,10.500,16.700,12.900,12.700,0.500
'[00:00:04.938 01/01/2011]',44.101,10.700,15.300,12.300,11.500,0.500
'[00:00:04.939 01/01/2011]',41.101,10.800,13.300,10.900,9.600,0.500
'[00:00:04.940 01/01/2011]',36.501,10.500,10.800,9.000,7.100,0.500
'[00:00:04.941 01/01/2011]',29.900,9.900,7.700,6.800,4.000,0.500
'[00:00:04.942 01/01/2011]',21.100,8.900,4.500,4.400,0.600,0.500
'[00:00:04.943 01/01/2011]',10.000,7.600,1.300,2.200,-2.700,0.500
'[00:00:04.944 01/01/2011]',-2.800,6.500,-1.500,0.400,-5.600,0.500
'[00:00:04.945 01/01/2011]',-16.000,5.800,-3.500,-0.900,-7.700,0.500
'[00:00:04.946 01/01/2011]',-27.500,5.600,-4.200,-1.400,-9.000,0.500
'[00:00:04.947 01/01/2011]',-35.501,5.900,-3.500,-1.300,-9.500,0.500
