'Time and date','Direct_1','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','EDF Annotations'
'[00:00:06.244 01/01/2011]',-0.100,-139.302,-75.501,7.100,7.800,0.500
'[00:00:06.245 01/01/2011]',0.300,-137.902,-75.201,7.300,8.100,0.500
'[00:00:06.246 01/01/2011]',0.700,-136.802,-74.501,7.600,8.600,0.500
'[00:00:06.247 01/01/2011]',1.000,-135.902,-73.401,8.100,9.400,0.500
'[00:00:06.248 01/01/2011]',1.600,-135.202,-72.101,9.000,10.400,0.500
'[00:00:06.249 01/01/2011]',2.900,-134.302,-71.001,9.900,11.600,0.500
'[00:00:06.250 01/01/2011]',4.700,-133.402,-70.201,10.400,12.500,0.500
'[00:00:06.251 01/01/2011]',6.200,-132.302,-69.901,10.300,13.100,0.500
'[00:00:06.252 01/01/2011]',6.600,-131.402,-70.101,9.600,13.400,0.500
'[00:00:06.253 01/01/2011]',5.500,-131.002,-70.601,8.600,13.800,0.500
'[00:00:06.254 01/01/2011]',3.600,-131.102,-71.101,7.800,14.300,0.500
'[00:00:06.255 01/01/2011]',2.100,-131.502,-71.301,7.700,15.100,0.500
'[00:00:06.256 01/01/2011]',2.100,-131.902,-71.301,8.300,16.000,0.500
'[00:00:06.257 01/01/2011]',3.400,-131.902,-71.001,9.600,16.800,0.500
'[00:00:06.258 01/01/2011]',5.000,-131.302,-70.601,11.100,17.300,0.500
'[00:00:06.259 01/01/2011]',5.300,-130.402,-70.001,12.300,17.400,0.500
'[00:00:06.260 01/01/2011]',3.500,-129.702,-69.601,13.000,17.200,0.500
'[00:00:06.261 01/01/2011]',0.100,-129.302,-69.401,13.100,16.800,0.500
'[00:00:06.262 01/01/2011]',-3.100,-129.402,-69.601,12.700,16.400,0.500
'[00:00:06.263 01/01/2011]',-4.400,-129.702,-70.201,12.300,16.100,0.500
'[00:00:06.264 01/01/2011]',-3.000,-129.802,-71.101,12.100,16.200,0.500
'[00:00:06.265 01/01/2011]',0.000,-129.602,-71.901,12.100,16.600,0.500
'[00:00:06.266 01/01/2011]',2.800,-129.102,-72.501,12.600,17.300,0.500
'[00:00:06.267 01/01/2011]',3.800,-128.602,-72.601,13.100,18.000,0.500
'[00:00:06.268 01/01/2011]',2.500,-128.402,-72.401,13.500,18.200,0.500
'[00:00:06.269 01/01/2011]',-0.100,-128.602,-72.001,13.500,17.700,0.500
'[00:00:06.270 01/01/2011]',-2.200,-129.002,-71.501,13.100,16.500,0.500
'[00:00:06.271 01/01/2011]',-2.500,-129.402,-71.001,12.800,15.100,0.500
'[00:00:06.272 01/01/2011]',-0.900,-129.502,-70.201,12.600,14.200,0.500
'[00:00:06.273 01/01/2011]',1.800,-129.202,-69.101,12.900,14.100,0.500
'[00:00:06.274 01/01/2011]',4.000,-128.502,-67.601,13.400,14.800,0.500
'[00:00:06.275 01/01/2011]',5.200,-127.502,-66.301,13.700,16.000,0.500
'[00:00:06.276 01/01/2011]',5.200,-126.302,-65.501,13.500,17.100,0.500
'[00:00:06.277 01/01/2011]',4.300,-124.902,-65.201,12.900,17.700,0.500
'[00:00:06.278 01/01/2011]',3.000,-123.202,-65.401,12.100,17.900,0.500
'[00:00:06.279 01/01/2011]',1.500,-121.602,-65.701,11.700,18.100,0.500
'[00:00:06.280 01/01/2011]',-0.200,-120.402,-65.801,11.900,18.500,0.500
'[00:00:06.281 01/01/2011]',-1.900,-119.902,-65.801,12.800,19.400,0.500
'[00:00:06.282 01/01/2011]',-3.100,-120.102,-65.601,14.100,20.500,0.500
'[00:00:06.283 01/01/2011]',-3.100,-120.802,-65.701,15.400,21.700,0.500
'[00:00:06.284 01/01/2011]',-1.700,-121.402,-65.901,16.500,22.800,0.500
'[00:00:06.285 01/01/2011]',0.400,-121.402,-66.001,17.400,23.700,0.500
'[00:00:06.286 01/01/2011]',2.200,-120.702,-65.801,18.000,24.500,0.500
'[00:00:06.287 01/01/2011]',2.700,-119.502,-65.301,18.300,25.200,0.500
'[00:00:06.288 01/01/2011]',1.600,-118.102,-64.601,18.100,25.700,0.500
'[00:00:06.289 01/01/2011]',-0.400,-117.002,-63.901,17.400,26.100,0.500
'[00:00:06.290 01/01/2011]',-2.100,-116.402,-63.301,16.400,26.200,0.500
'[00:00:06.291 01/01/2011]',-2.500,-116.102,-62.801,15.400,26.100,0.500
'[00:00:06.292 01/01/2011]',-1.200,-116.102,-62.401,14.600,25.700,0.500
'[00:00:06.293 01/01/2011]',1.000,-116.302,-62.101,14.200,25.400,0.500
'[00:00:06.294 01/01/2011]',3.200,-116.902,-62.201,13.900,25.000,0.500
'[00:00:06.295 01/01/2011]',4.500,-117.802,-63.001,13.600,24.800,0.500
'[00:00:06.296 01/01/2011]',4.900,-119.202,-64.401,13.300,24.900,0.500
'[00:00:06.297 01/01/2011]',4.700,-120.702,-66.001,13.500,25.400,0.500
'[00:00:06.298 01/01/2011]',4.200,-121.802,-67.201,14.400,26.300,0.500
'[00:00:06.299 01/01/2011]',3.700,-122.302,-67.401,16.200,27.300,0.500
'[00:00:06.300 01/01/2011]',2.600,-122.102,-66.601,18.200,28.200,0.500
'[00:00:06.301 01/01/2011]',0.700,-121.302,-65.001,19.900,28.600,0.500
'[00:00:06.302 01/01/2011]',-2.000,-120.502,-63.501,20.500,28.400,0.500
'[00:00:06.303 01/01/2011]',-4.500,-119.802,-62.501,20.000,27.800,0.500
'[00:00:06.304 01/01/2011]',-5.500,-119.402,-62.401,18.900,27.100,0.500
'[00:00:06.305 01/01/2011]',-3.700,-119.202,-63.001,17.900,26.900,0.500
'[00:00:06.306 01/01/2011]',0.600,-118.902,-63.801,17.800,27.500,0.500
'[00:00:06.307 01/01/2011]',6.100,-118.302,-64.401,18.600,28.800,0.500
'[00:00:06.308 01/01/2011]',10.600,-117.502,-64.601,20.200,30.400,0.500
'[00:00:06.309 01/01/2011]',12.000,-116.702,-64.201,21.800,31.800,0.500
'[00:00:06.310 01/01/2011]',10.100,-115.802,-63.301,23.000,32.700,0.500
'[00:00:06.311 01/01/2011]',6.100,-114.902,-62.101,23.500,32.801,0.500
'[00:00:06.312 01/01/2011]',2.300,-114.002,-60.601,23.500,32.500,0.500
'[00:00:06.313 01/01/2011]',0.800,-112.802,-59.001,23.500,32.200,0.500
'[00:00:06.314 01/01/2011]',2.000,-111.202,-57.401,23.800,32.400,0.500
'[00:00:06.315 01/01/2011]',4.600,-109.602,-55.901,24.600,33.201,0.500
'[00:00:06.316 01/01/2011]',6.500,-108.102,-54.801,25.700,34.501,0.500
'[00:00:06.317 01/01/2011]',6.000,-107.002,-54.201,26.600,35.901,0.500
'[00:00:06.318 01/01/2011]',3.100,-106.702,-54.101,26.900,36.801,0.500
'[00:00:06.319 01/01/2011]',-0.500,-107.002,-54.301,26.200,36.901,0.500
'[00:00:06.320 01/01/2011]',-2.700,-107.402,-54.501,24.700,36.201,0.500
'[00:00:06.321 01/01/2011]',-2.300,-107.702,-54.501,22.700,35.201,0.500
'[00:00:06.322 01/01/2011]',0.300,-107.602,-54.201,21.200,34.001,0.500
'[00:00:06.323 01/01/2011]',3.600,-107.402,-53.901,20.500,32.901,0.500
'[00:00:06.324 01/01/2011]',5.600,-107.402,-54.001,20.500,31.600,0.500
'[00:00:06.325 01/01/2011]',5.500,-108.002,-54.901,20.800,30.100,0.500
'[00:00:06.326 01/01/2011]',3.800,-109.102,-56.501,20.500,28.300,0.500
'[00:00:06.327 01/01/2011]',1.900,-110.302,-58.201,19.100,26.500,0.500
'[00:00:06.328 01/01/2011]',1.300,-110.902,-59.401,17.000,25.200,0.500
'[00:00:06.329 01/01/2011]',2.200,-110.602,-59.401,14.900,25.000,0.500
'[00:00:06.330 01/01/2011]',4.100,-109.602,-58.201,13.800,25.900,0.500
'[00:00:06.331 01/01/2011]',6.100,-108.402,-56.301,14.300,27.600,0.500
'[00:00:06.332 01/01/2011]',7.300,-107.802,-54.401,16.300,29.600,0.500
'[00:00:06.333 01/01/2011]',7.800,-108.002,-53.201,19.100,31.200,0.500
'[00:00:06.334 01/01/2011]',7.700,-108.802,-52.701,21.800,32.400,0.500
'[00:00:06.335 01/01/2011]',7.200,-109.602,-52.801,24.000,33.201,0.500
'[00:00:06.336 01/01/2011]',6.200,-110.102,-53.001,25.500,34.001,0.500
'[00:00:06.337 01/01/2011]',4.300,-109.902,-53.001,26.600,34.901,0.500
'[00:00:06.338 01/01/2011]',1.600,-109.302,-52.601,27.600,35.901,0.500
'[00:00:06.339 01/01/2011]',-1.200,-108.602,-51.801,28.500,36.801,0.500
'[00:00:06.340 01/01/2011]',-3.100,-108.302,-50.801,29.300,37.401,0.500
'[00:00:06.341 01/01/2011]',-3.400,-108.402,-49.701,29.600,37.501,0.500
'[00:00:06.342 01/01/2011]',-2.200,-109.102,-48.901,29.300,37.201,0.500
'[00:00:06.343 01/01/2011]',-0.300,-110.002,-48.701,28.400,36.601,0.500
'[00:00:06.344 01/01/2011]',1.400,-110.902,-49.201,27.400,35.901,0.500
'[00:00:06.345 01/01/2011]',2.100,-111.702,-50.301,26.600,35.301,0.500
'[00:00:06.346 01/01/2011]',1.800,-112.102,-51.701,26.400,35.001,0.500
'[00:00:06.347 01/01/2011]',0.800,-111.902,-52.801,26.800,35.001,0.500
'[00:00:06.348 01/01/2011]',-0.400,-111.402,-53.201,27.700,35.501,0.500
'[00:00:06.349 01/01/2011]',-1.200,-110.802,-52.601,28.600,36.201,0.500
'[00:00:06.350 01/01/2011]',-1.900,-110.202,-51.401,29.300,36.901,0.500
'[00:00:06.351 01/01/2011]',-2.300,-109.902,-50.101,29.600,37.601,0.500
'[00:00:06.352 01/01/2011]',-2.700,-109.802,-49.301,29.700,38.001,0.500
'[00:00:06.353 01/01/2011]',-3.000,-109.602,-48.901,29.800,38.001,0.500
'[00:00:06.354 01/01/2011]',-3.400,-109.002,-49.101,30.000,37.501,0.500
'[00:00:06.355 01/01/2011]',-3.900,-108.202,-49.401,30.200,36.501,0.500
'[00:00:06.356 01/01/2011]',-4.700,-107.402,-49.801,30.300,35.301,0.500
'[00:00:06.357 01/01/2011]',-5.800,-106.802,-50.301,29.800,33.901,0.500
'[00:00:06.358 01/01/2011]',-7.100,-106.702,-51.001,28.600,32.600,0.500
'[00:00:06.359 01/01/2011]',-8.000,-106.702,-51.801,26.900,31.900,0.500
'[00:00:06.360 01/01/2011]',-8.200,-106.502,-52.401,25.300,32.000,0.500
'[00:00:06.361 01/01/2011]',-7.400,-105.602,-52.501,24.300,33.001,0.500
'[00:00:06.362 01/01/2011]',-5.700,-104.102,-51.901,24.400,34.901,0.500
'[00:00:06.363 01/01/2011]',-3.600,-102.502,-50.801,25.800,37.301,0.500
'[00:00:06.364 01/01/2011]',-1.900,-101.402,-49.601,28.100,39.801,0.500
'[00:00:06.365 01/01/2011]',-1.600,-101.402,-48.901,30.600,41.701,0.500
'[00:00:06.366 01/01/2011]',-2.800,-102.402,-48.801,32.500,42.801,0.500
'[00:00:06.367 01/01/2011]',-5.300,-103.702,-49.001,33.501,42.901,0.500
'[00:00:06.368 01/01/2011]',-8.400,-104.702,-49.301,33.501,42.601,0.500
'[00:00:06.369 01/01/2011]',-11.000,-104.902,-49.401,32.700,42.201,0.500
'[00:00:06.370 01/01/2011]',-12.500,-104.402,-49.301,31.600,42.301,0.500
'[00:00:06.371 01/01/2011]',-12.500,-103.402,-49.401,30.600,42.801,0.500
'[00:00:06.372 01/01/2011]',-10.900,-102.402,-49.801,29.600,43.301,0.500
'[00:00:06.373 01/01/2011]',-8.300,-101.702,-50.501,28.700,43.401,0.500
'[00:00:06.374 01/01/2011]',-5.500,-101.302,-51.301,27.800,42.801,0.500
'[00:00:06.375 01/01/2011]',-3.200,-101.302,-52.101,27.000,41.701,0.500
'[00:00:06.376 01/01/2011]',-2.600,-101.702,-52.401,26.400,40.801,0.500
'[00:00:06.377 01/01/2011]',-4.200,-102.502,-52.301,26.500,40.601,0.500
'[00:00:06.378 01/01/2011]',-7.800,-103.402,-51.801,27.400,41.301,0.500
'[00:00:06.379 01/01/2011]',-12.500,-104.102,-51.001,28.900,42.701,0.500
'[00:00:06.380 01/01/2011]',-16.500,-104.302,-50.201,30.500,44.001,0.500
'[00:00:06.381 01/01/2011]',-18.200,-103.902,-49.501,31.500,44.701,0.500
'[00:00:06.382 01/01/2011]',-17.100,-103.202,-49.201,31.600,44.801,0.500
'[00:00:06.383 01/01/2011]',-14.100,-102.802,-49.101,30.800,44.601,0.500
'[00:00:06.384 01/01/2011]',-11.300,-102.902,-49.201,29.500,44.701,0.500
'[00:00:06.385 01/01/2011]',-10.700,-103.302,-49.101,28.600,45.401,0.500
'[00:00:06.386 01/01/2011]',-12.900,-103.302,-48.401,28.500,46.701,0.500
'[00:00:06.387 01/01/2011]',-17.300,-102.502,-47.101,29.300,48.301,0.500
'[00:00:06.388 01/01/2011]',-21.700,-100.502,-45.601,30.600,49.801,0.500
'[00:00:06.389 01/01/2011]',-24.500,-98.201,-44.301,32.100,51.001,0.500
'[00:00:06.390 01/01/2011]',-24.900,-96.301,-43.701,33.101,51.801,0.500
'[00:00:06.391 01/01/2011]',-23.400,-95.801,-44.001,33.501,52.201,0.500
'[00:00:06.392 01/01/2011]',-21.300,-96.801,-45.001,33.401,52.201,0.500
'[00:00:06.393 01/01/2011]',-19.800,-98.902,-46.101,33.001,51.801,0.500
'[00:00:06.394 01/01/2011]',-19.500,-100.902,-46.801,32.700,51.201,0.500
'[00:00:06.395 01/01/2011]',-20.300,-102.102,-46.801,32.500,50.501,0.500
'[00:00:06.396 01/01/2011]',-21.900,-102.102,-46.301,32.600,50.301,0.500
'[00:00:06.397 01/01/2011]',-24.100,-101.402,-45.401,32.901,50.601,0.500
'[00:00:06.398 01/01/2011]',-26.400,-100.402,-44.501,33.401,51.301,0.500
'[00:00:06.399 01/01/2011]',-28.100,-99.602,-43.601,34.001,51.901,0.500
'[00:00:06.400 01/01/2011]',-28.500,-99.102,-42.701,34.601,52.201,0.500
'[00:00:06.401 01/01/2011]',-27.200,-98.402,-41.701,35.101,52.101,0.500
'[00:00:06.402 01/01/2011]',-24.400,-97.201,-40.601,35.601,51.701,0.500
'[00:00:06.403 01/01/2011]',-21.300,-95.601,-39.401,35.901,51.501,0.500
'[00:00:06.404 01/01/2011]',-19.600,-93.701,-38.401,36.001,51.701,0.500
'[00:00:06.405 01/01/2011]',-20.200,-92.201,-37.601,35.901,52.301,0.500
'[00:00:06.406 01/01/2011]',-22.900,-91.601,-37.101,35.401,52.801,0.500
'[00:00:06.407 01/01/2011]',-26.300,-92.001,-36.901,34.801,52.901,0.500
'[00:00:06.408 01/01/2011]',-28.900,-93.101,-36.701,34.201,52.501,0.500
'[00:00:06.409 01/01/2011]',-29.700,-94.101,-36.201,33.701,51.701,0.500
'[00:00:06.410 01/01/2011]',-29.000,-94.501,-35.301,33.501,50.901,0.500
'[00:00:06.411 01/01/2011]',-28.100,-94.001,-34.101,33.701,50.401,0.500
'[00:00:06.412 01/01/2011]',-28.300,-92.901,-32.901,34.101,50.501,0.500
'[00:00:06.413 01/01/2011]',-30.000,-91.501,-32.100,34.401,51.001,0.500
'[00:00:06.414 01/01/2011]',-32.500,-90.401,-32.000,34.401,51.701,0.500
'[00:00:06.415 01/01/2011]',-34.401,-89.501,-32.600,34.201,52.601,0.500
'[00:00:06.416 01/01/2011]',-34.801,-88.901,-33.401,34.001,53.601,0.500
'[00:00:06.417 01/01/2011]',-33.601,-88.201,-33.901,34.201,54.701,0.500
'[00:00:06.418 01/01/2011]',-31.900,-87.201,-33.601,35.101,55.701,0.500
'[00:00:06.419 01/01/2011]',-31.000,-86.101,-32.500,36.701,56.601,0.500
'[00:00:06.420 01/01/2011]',-31.800,-84.901,-31.100,38.501,57.301,0.500
'[00:00:06.421 01/01/2011]',-34.001,-84.101,-29.800,40.301,57.601,0.500
'[00:00:06.422 01/01/2011]',-36.601,-83.801,-29.000,41.501,57.701,0.500
'[00:00:06.423 01/01/2011]',-38.401,-83.701,-28.700,42.001,57.401,0.500
'[00:00:06.424 01/01/2011]',-38.801,-83.901,-28.600,41.701,57.001,0.500
'[00:00:06.425 01/01/2011]',-37.901,-83.901,-28.300,40.801,56.701,0.500
'[00:00:06.426 01/01/2011]',-36.801,-83.801,-27.700,39.701,56.401,0.500
'[00:00:06.427 01/01/2011]',-36.201,-83.401,-26.800,38.701,56.301,0.500
'[00:00:06.428 01/01/2011]',-36.501,-82.701,-26.200,38.101,56.401,0.500
'[00:00:06.429 01/01/2011]',-37.101,-81.601,-25.900,38.401,56.701,0.500
'[00:00:06.430 01/01/2011]',-37.501,-80.101,-26.000,39.701,57.001,0.500
'[00:00:06.431 01/01/2011]',-37.101,-78.501,-26.300,41.801,57.401,0.500
'[00:00:06.432 01/01/2011]',-36.001,-76.701,-26.500,44.301,57.601,0.500
'[00:00:06.433 01/01/2011]',-34.601,-75.101,-26.300,46.301,57.701,0.500
'[00:00:06.434 01/01/2011]',-33.101,-73.701,-25.700,47.401,57.701,0.500
'[00:00:06.435 01/01/2011]',-32.100,-72.601,-24.900,47.401,57.501,0.500
'[00:00:06.436 01/01/2011]',-31.800,-71.601,-23.800,46.401,57.101,0.500
'[00:00:06.437 01/01/2011]',-32.400,-70.801,-22.900,45.101,56.501,0.500
'[00:00:06.438 01/01/2011]',-34.301,-69.801,-22.100,44.201,55.901,0.500
'[00:00:06.439 01/01/2011]',-37.301,-68.701,-21.500,43.801,55.601,0.500
'[00:00:06.440 01/01/2011]',-40.501,-67.401,-20.900,44.301,55.801,0.500
'[00:00:06.441 01/01/2011]',-42.901,-66.001,-20.000,45.201,56.601,0.500
'[00:00:06.442 01/01/2011]',-43.201,-64.501,-18.800,46.301,57.701,0.500
'[00:00:06.443 01/01/2011]',-41.101,-63.101,-17.300,47.101,58.601,0.500
'[00:00:06.444 01/01/2011]',-37.401,-62.001,-15.600,47.401,59.001,0.500
'[00:00:06.445 01/01/2011]',-34.101,-61.101,-14.000,47.301,58.401,0.500
'[00:00:06.446 01/01/2011]',-33.001,-60.401,-12.800,47.101,57.301,0.500
'[00:00:06.447 01/01/2011]',-34.901,-59.701,-12.400,47.001,56.001,0.500
'[00:00:06.448 01/01/2011]',-39.201,-59.101,-12.800,47.401,55.301,0.500
'[00:00:06.449 01/01/2011]',-43.901,-58.301,-13.800,48.001,55.501,0.500
'[00:00:06.450 01/01/2011]',-47.001,-57.601,-15.100,48.601,56.401,0.500
'[00:00:06.451 01/01/2011]',-47.501,-56.901,-16.400,48.801,57.701,0.500
'[00:00:06.452 01/01/2011]',-45.801,-56.301,-17.100,48.401,58.701,0.500
'[00:00:06.453 01/01/2011]',-43.501,-55.401,-17.000,47.601,59.201,0.500
'[00:00:06.454 01/01/2011]',-42.401,-54.201,-16.100,46.801,59.001,0.500
'[00:00:06.455 01/01/2011]',-43.301,-52.601,-14.800,46.501,58.201,0.500
'[00:00:06.456 01/01/2011]',-45.601,-50.701,-13.600,46.801,57.201,0.500
'[00:00:06.457 01/01/2011]',-47.701,-49.101,-12.900,47.501,56.301,0.500
'[00:00:06.458 01/01/2011]',-48.001,-48.101,-12.800,48.301,55.801,0.500
'[00:00:06.459 01/01/2011]',-46.101,-47.801,-13.000,48.901,55.901,0.500
'[00:00:06.460 01/01/2011]',-42.801,-47.701,-13.100,49.401,56.601,0.500
'[00:00:06.461 01/01/2011]',-40.101,-47.201,-12.600,50.101,57.501,0.500
'[00:00:06.462 01/01/2011]',-39.601,-45.801,-11.600,51.201,58.501,0.500
'[00:00:06.463 01/01/2011]',-41.901,-43.501,-10.400,52.701,59.301,0.500
'[00:00:06.464 01/01/2011]',-45.701,-41.001,-9.500,54.201,59.901,0.500
'[00:00:06.465 01/01/2011]',-49.101,-39.001,-9.100,55.001,60.201,0.500
'[00:00:06.466 01/01/2011]',-50.401,-38.101,-9.200,54.801,60.501,0.500
'[00:00:06.467 01/01/2011]',-49.301,-38.001,-9.200,53.901,60.801,0.500
'[00:00:06.468 01/01/2011]',-47.101,-38.301,-8.900,52.501,61.001,0.500
'[00:00:06.469 01/01/2011]',-45.401,-38.101,-7.800,51.401,60.801,0.500
'[00:00:06.470 01/01/2011]',-45.401,-37.301,-6.300,50.701,60.201,0.500
'[00:00:06.471 01/01/2011]',-46.901,-36.101,-4.800,50.201,59.301,0.500
'[00:00:06.472 01/01/2011]',-48.401,-35.301,-3.800,49.601,58.201,0.500
'[00:00:06.473 01/01/2011]',-48.601,-35.301,-3.700,49.001,57.401,0.500
'[00:00:06.474 01/01/2011]',-46.801,-36.201,-4.300,48.601,57.201,0.500
'[00:00:06.475 01/01/2011]',-43.701,-37.201,-5.000,48.801,57.801,0.500
'[00:00:06.476 01/01/2011]',-40.801,-37.301,-5.200,50.201,58.801,0.500
'[00:00:06.477 01/01/2011]',-39.501,-35.801,-4.600,52.701,59.901,0.500
'[00:00:06.478 01/01/2011]',-40.401,-32.801,-3.000,55.601,60.401,0.500
'[00:00:06.479 01/01/2011]',-42.901,-28.800,-0.700,58.401,60.301,0.500
'[00:00:06.480 01/01/2011]',-45.901,-24.700,1.600,60.201,59.701,0.500
'[00:00:06.481 01/01/2011]',-48.001,-21.400,3.600,61.101,59.101,0.500
'[00:00:06.482 01/01/2011]',-48.801,-19.300,5.000,61.201,58.801,0.500
'[00:00:06.483 01/01/2011]',-48.201,-18.200,5.700,61.101,59.201,0.500
'[00:00:06.484 01/01/2011]',-47.101,-17.900,5.900,61.201,59.901,0.500
'[00:00:06.485 01/01/2011]',-46.601,-18.100,5.700,61.501,60.301,0.500
'[00:00:06.486 01/01/2011]',-47.301,-18.500,5.500,61.701,60.001,0.500
'[00:00:06.487 01/01/2011]',-49.201,-18.800,5.300,61.301,58.701,0.500
'[00:00:06.488 01/01/2011]',-51.501,-18.800,5.200,60.301,56.801,0.500
'[00:00:06.489 01/01/2011]',-52.901,-18.200,5.200,58.501,55.001,0.500
'[00:00:06.490 01/01/2011]',-52.601,-17.000,5.100,56.401,53.901,0.500
'[00:00:06.491 01/01/2011]',-50.501,-15.400,4.800,54.401,53.701,0.500
'[00:00:06.492 01/01/2011]',-47.501,-13.900,4.500,53.001,54.201,0.500
'[00:00:06.493 01/01/2011]',-45.101,-13.000,4.400,52.401,54.901,0.500
'[00:00:06.494 01/01/2011]',-44.401,-12.800,4.500,52.601,55.401,0.500
'[00:00:06.495 01/01/2011]',-45.801,-13.200,5.100,53.601,55.601,0.500
'[00:00:06.496 01/01/2011]',-48.401,-13.700,5.900,55.101,55.601,0.500
'[00:00:06.497 01/01/2011]',-50.901,-13.600,6.600,56.601,55.601,0.500
'[00:00:06.498 01/01/2011]',-52.301,-12.900,6.700,57.901,55.801,0.500
'[00:00:06.499 01/01/2011]',-52.201,-11.800,6.100,58.601,56.101,0.500
'[00:00:06.500 01/01/2011]',-51.101,-10.600,5.000,58.901,56.301,0.500
'[00:00:06.501 01/01/2011]',-49.801,-9.700,4.000,58.701,56.201,0.500
'[00:00:06.502 01/01/2011]',-48.601,-9.100,3.800,58.301,55.901,0.500
'[00:00:06.503 01/01/2011]',-47.501,-8.400,4.600,57.801,55.701,0.500
'[00:00:06.504 01/01/2011]',-46.201,-7.100,6.200,57.101,55.701,0.500
'[00:00:06.505 01/01/2011]',-44.601,-5.400,7.900,56.201,55.801,0.500
'[00:00:06.506 01/01/2011]',-42.801,-3.700,9.000,55.201,56.001,0.500
'[00:00:06.507 01/01/2011]',-41.301,-2.700,9.000,54.101,55.801,0.500
'[00:00:06.508 01/01/2011]',-40.501,-3.100,8.300,53.301,55.401,0.500
'[00:00:06.509 01/01/2011]',-40.701,-4.500,7.300,53.201,54.801,0.500
'[00:00:06.510 01/01/2011]',-41.801,-6.400,6.800,53.801,54.601,0.500
'[00:00:06.511 01/01/2011]',-43.401,-7.500,7.400,55.101,54.901,0.500
'[00:00:06.512 01/01/2011]',-44.801,-7.400,8.900,56.501,55.701,0.500
'[00:00:06.513 01/01/2011]',-45.101,-6.100,10.800,57.701,56.801,0.500
'[00:00:06.514 01/01/2011]',-43.901,-4.400,12.300,58.501,57.701,0.500
'[00:00:06.515 01/01/2011]',-41.201,-3.100,13.000,59.001,58.401,0.500
'[00:00:06.516 01/01/2011]',-37.601,-2.700,12.900,59.401,58.501,0.500
'[00:00:06.517 01/01/2011]',-34.401,-2.800,12.600,59.601,58.301,0.500
'[00:00:06.518 01/01/2011]',-32.500,-2.900,12.400,59.801,57.701,0.500
'[00:00:06.519 01/01/2011]',-32.500,-2.400,12.800,59.701,56.601,0.500
'[00:00:06.520 01/01/2011]',-33.601,-1.400,13.200,59.201,55.301,0.500
'[00:00:06.521 01/01/2011]',-34.701,-0.300,13.200,58.601,53.901,0.500
'[00:00:06.522 01/01/2011]',-34.701,0.000,12.300,58.101,52.601,0.500
'[00:00:06.523 01/01/2011]',-33.601,-0.600,10.700,58.001,51.801,0.500
'[00:00:06.524 01/01/2011]',-32.100,-1.800,8.900,58.501,51.501,0.500
'[00:00:06.525 01/01/2011]',-31.500,-2.700,7.800,59.101,51.601,0.500
'[00:00:06.526 01/01/2011]',-32.500,-2.500,7.800,59.701,51.501,0.500
'[00:00:06.527 01/01/2011]',-34.601,-1.000,8.600,59.801,51.201,0.500
'[00:00:06.528 01/01/2011]',-36.301,1.400,9.700,59.401,50.501,0.500
'[00:00:06.529 01/01/2011]',-36.401,3.900,10.500,58.701,49.901,0.500
'[00:00:06.530 01/01/2011]',-34.501,5.800,10.600,58.001,49.501,0.500
'[00:00:06.531 01/01/2011]',-31.500,6.700,10.200,57.501,49.501,0.500
'[00:00:06.532 01/01/2011]',-29.100,6.600,9.600,57.301,49.901,0.500
'[00:00:06.533 01/01/2011]',-28.800,5.800,9.200,57.201,50.201,0.500
'[00:00:06.534 01/01/2011]',-31.000,4.800,9.000,57.401,50.401,0.500
'[00:00:06.535 01/01/2011]',-34.701,3.900,9.100,57.901,50.501,0.500
'[00:00:06.536 01/01/2011]',-38.501,3.400,9.200,59.001,50.901,0.500
'[00:00:06.537 01/01/2011]',-41.101,3.500,9.300,60.701,51.801,0.500
'[00:00:06.538 01/01/2011]',-41.701,4.300,9.300,62.801,53.401,0.500
'[00:00:06.539 01/01/2011]',-40.601,5.600,9.400,64.901,55.301,0.500
'[00:00:06.540 01/01/2011]',-38.801,7.100,9.600,66.801,57.401,0.500
'[00:00:06.541 01/01/2011]',-37.501,8.600,10.200,68.101,59.101,0.500
'[00:00:06.542 01/01/2011]',-37.801,9.800,11.200,69.001,60.401,0.500
'[00:00:06.543 01/01/2011]',-40.001,10.900,12.600,69.501,61.401,0.500
'[00:00:06.544 01/01/2011]',-43.901,11.900,13.900,69.901,62.101,0.500
'[00:00:06.545 01/01/2011]',-48.301,12.900,14.700,70.101,62.601,0.500
'[00:00:06.546 01/01/2011]',-51.701,13.700,14.700,70.201,63.001,0.500
'[00:00:06.547 01/01/2011]',-53.001,14.000,13.900,70.101,63.101,0.500
'[00:00:06.548 01/01/2011]',-52.101,13.800,12.600,69.701,63.001,0.500
'[00:00:06.549 01/01/2011]',-49.801,13.300,11.300,69.201,62.601,0.500
'[00:00:06.550 01/01/2011]',-47.501,12.900,10.700,68.701,62.001,0.500
'[00:00:06.551 01/01/2011]',-46.401,12.600,10.700,68.101,61.201,0.500
'[00:00:06.552 01/01/2011]',-46.801,12.600,10.900,67.701,60.401,0.500
'[00:00:06.553 01/01/2011]',-48.201,12.500,10.900,67.201,59.801,0.500
'[00:00:06.554 01/01/2011]',-49.501,12.000,10.400,66.701,59.501,0.500
'[00:00:06.555 01/01/2011]',-49.901,10.900,9.500,66.301,59.601,0.500
'[00:00:06.556 01/01/2011]',-49.401,9.500,8.600,65.901,59.701,0.500
'[00:00:06.557 01/01/2011]',-49.001,8.200,8.000,65.501,59.501,0.500
